Company Name,Address,Phone Number,Website (Profile Link),Description,Contacted,Date Contacted,Response Received,Response Date,Notes
No name,No address,,,No description,No,,No,,
Multi-net Fire Risk Management Consultants Botswana (pty) Ltd,"Plot 83, Gaborone North, Botswana",+267 319 0238,https://www.localbotswana.com/company/5088/Multi_net_Fire_Risk_Management_Consultants_Botswana_pty_Ltd,No description,No,,No,,
Mullan And Associates (pty) Ltd T/a Premiere Personnel,"Unit 5-6, Plot 130. Nkwe Square, Gaborone International Finance Park, P.O.Box 1966, Botswana",+267 395 2878,https://www.localbotswana.com/company/6218/Mullan_And_Associates_pty_Ltd_Ta_Premiere_Personnel,No description,No,,No,,
Multi-tech Consult (pty) Ltd,"1 Pelo Hse Plot 103 Unit 8 (G.I.C.P) Commerce Park, P.O.Box 80891, Gaborone, Botswana",+267 317 0354,https://www.localbotswana.com/company/7754/Multi_tech_Consult_pty_Ltd,No description,No,,No,,
Mushtaq Plastics (pty) Ltd,"Plot 43175, Phakalane, P.O.Box 403172, Gaborone, Botswana",+267 318 6222,https://www.localbotswana.com/company/3989/Mushtaq_Plastics_pty_Ltd,No description,No,,No,,
Naj Engineering,"Westgate Mall, Gaborone West, P.O.Box 502416, Botswana",+267 392 4669,https://www.localbotswana.com/company/7682/Naj_Engineering,No description,No,,No,,
Naledi Electrical (pty) Ltd,"Plot 5038 Ext10, P.O.Box 10041, Gaborone, Botswana",+267 393 3444,https://www.localbotswana.com/company/4922/Naledi_Electrical_pty_Ltd,No description,No,,No,,
Napet Systems (pty) Ltd,"P.O.Box 80745, Gaborone, Botswana",+267 397 3909,https://www.localbotswana.com/company/4205/Napet_Systems_pty_Ltd,No description,No,,No,,
N M Services (pty) Ltd,"Plot 20742 Block 3, Gaborone, Botswana",+267 318 0558,https://www.localbotswana.com/company/5468/N_M_Services_pty_Ltd,No description,No,,No,,
Nobel Trading (pty) Ltd,"P.O.Box 1441, Gaborone, Botswana",+267 395 3231,https://www.localbotswana.com/company/2453/Nobel_Trading_pty_Ltd,No description,No,,No,,
Nonofile Construction,"Plot 22081, Gaborone West, Botswana",+267 350 0822,https://www.localbotswana.com/company/830/Nonofile_Construction,No description,No,,No,,
Northern Fixtures And Fittings (pty) Limited,"Phase 4 Gaborone West Industrial Plot 22023 Takatokwane Way, P.O.Box 402737, Botswana",+267 392 7487,https://www.localbotswana.com/company/4537/Northern_Fixtures_And_Fittings_pty_Limited,No description,No,,No,,
Nosa (pty) Ltd,"P.O.Box 404504, Gaborone, Botswana",+267 313 3479,https://www.localbotswana.com/company/6261/Nosa_pty_Ltd,No description,No,,No,,
Nova Security,"Plot 16921, P.O.Box 872, Gaborone, Botswana",+267 392 2730,https://www.localbotswana.com/company/5076/Nova_Security,No description,No,,No,,
Oakwood & Associates Consultants,"Plot 10318 White City, P.O.Box 60397, Gaborone, Botswana",+267 390 5506,https://www.localbotswana.com/company/1546/Oakwood_Associates_Consultants,No description,No,,No,,
Oasis Motel,"Oasis Motel, Tlokweng Rd, P.O.Box 30331, Gaborone, Botswana",+267 313 2471,https://www.localbotswana.com/company/3528/Oasis_Motel,No description,No,,No,,
"Obiero Gto & Associates, Edi","Plot 1225 Unit 144 Old Industrial Hail Selassie Rd, P.O.Box 46251, Gaborone, Botswana",+267 350 0089,https://www.localbotswana.com/company/6148/Obiero_Gto_AssociatesEdi,No description,No,,No,,
O D Drilling,"Plot 10260, Maruapula, P.O.Box 30125, Gaborone, Botswana",+267 391 2681,https://www.localbotswana.com/company/7654/O_D_Drilling,No description,No,,No,,
O D Drilling (pty) Ltd,"Plot 22147, Gaborone West Ind, P.O.Box 30125, Botswana",+267 316 2242,https://www.localbotswana.com/company/7658/O_D_Drilling_pty_Ltd,No description,No,,No,,
Office Link,"Plot 4748,Shop No.2, Kubu Road, Gaborone, Botswana",+267 3919014,https://www.localbotswana.com/company/4279/Office_Link,No description,No,,No,,
Ok Food,"Western Bypass, P.O.Box 65, Gaborone, Botswana",+267 392 5190,https://www.localbotswana.com/company/3419/Ok_Food,No description,No,,No,,
No name,No address,,,No description,No,,No,,
Olympion Sports,"Molapo Crossing Shopping Ctr, Gaborone, Botswana",+267 318 7072,https://www.localbotswana.com/company/5300/Olympion_Sports,No description,No,,No,,
Orchid Properties (pty) Ltd,"Plot 6412, Noko Rd, P.O.Box 41160, Gaborone, Botswana",+267 390 4940,https://www.localbotswana.com/company/5849/Orchid_Properties_pty_Ltd,No description,No,,No,,
Pabala (pty) Ltd,"Plot 7700, P.O.Box 2601, Gaborone, Botswana",+267 391 6560,https://www.localbotswana.com/company/6810/Pabala_pty_Ltd,No description,No,,No,,
Pacyfy Marketing (pty) Ltd,"Plot 3127 Ext11, P.O.Box 203129, Gaborone, Botswana",+267 393 8064,https://www.localbotswana.com/company/1575/Pacyfy_Marketing_pty_Ltd,No description,No,,No,,
Pan African Trading And Cement Products,"Plot 944, Molepolole Hway, P.O.Box 1250, Gaborone, Botswana",+267 391 2611,https://www.localbotswana.com/company/3621/Pan_African_Trading_And_Cement_Products,No description,No,,No,,
Pan African T/a Cement Product,"Plot 32176, Molepolole Hway, Mogoditshane, P.O.Box 1250, Gaborone, Botswana",+267 391 3493,https://www.localbotswana.com/company/3782/Pan_African_Ta_Cement_Product,No description,No,,No,,
Parts Sales Botswana,"Broadhurst Industrial Next to Commercial Motors, Gaborone, Botswana",+267 395 7044,https://www.localbotswana.com/company/5180/Parts_Sales_Botswana,No description,No,,No,,
Paragon Services (pty) Ltd,"Plot 17973, Hamushokomo Rd, Gaborone West I/Est, Botswana",+267 392 4795,https://www.localbotswana.com/company/5306/Paragon_Services_pty_Ltd,No description,No,,No,,
Pentagon Publishers,"Plot 222053, Kamushongo Rd, Gaborone West I/Est, P.O.Box 401899, Botswana",+267 391 1846,https://www.localbotswana.com/company/6318/Pentagon_Publishers,No description,No,,No,,
Phaleng Consultancies,"Gaborone, Botswana",+267 393 5409,https://www.localbotswana.com/company/6133/Phaleng_Consultancies,No description,No,,No,,
Pharma South Pharmacy,"Plot 17945 S31/32 Kagiso Ctr, Broadhurst, Gaborone, Botswana",+267 390 6688,https://www.localbotswana.com/company/8505/Pharma_South_Pharmacy,No description,No,,No,,
Pharmaplus Pharmacy,"Plot 6670 Unit2A Supa Save Complex, Mogoditshane, P.O.Box 60797, Gaborone, Botswana",+267 391 5835,https://www.localbotswana.com/company/8532/Pharmaplus_Pharmacy,No description,No,,No,,
"Pick ""n"" Trade Wholesalers","Plot 4801, Old Lobatse Rd, P.O.Box 20575, Gaborone, Botswana",+267 390 9290,https://www.localbotswana.com/company/7467/Pick_n_Trade_Wholesalers,No description,No,,No,,
Pidipidi Kindergarten,"Plot 15055 Paje Rd Phase 1, Gaborone West, P.O.Box 80047, Botswana",+267 391 6660,https://www.localbotswana.com/company/8013/Pidipidi_Kindergarten,No description,No,,No,,
Pipex Plastics (botswana) (pty) Ltd,"Plot 22044, Mahuditlhake Rd, Gaborone West I/Est, P.O.Box 1113, Botswana",+267 391 3685,https://www.localbotswana.com/company/2098/Pipex_Plastics_botswana_pty_Ltd,No description,No,,No,,
Pipework Services (botswana) (pty) Ltd,"Plot 10222, Mokolwane Rd, Broadhurst Ind Est, Gaborone, Botswana",+267 397 1007,https://www.localbotswana.com/company/7412/Pipework_Services_botswana_pty_Ltd,No description,No,,No,,
Planarch Architects,"Plot 20731 Unit3, Broadhurst Ind Sites, Gaborone, Botswana",+267 391 1454,https://www.localbotswana.com/company/7961/Planarch_Architects,No description,No,,No,,
P Le Grange & Sons,"Plot 3219, Maalola Cl, Mephato Ext 12, P.O.Box 402932, Gaborone, Botswana",+267 318 4167,https://www.localbotswana.com/company/6966/P_Le_Grange_Sons,No description,No,,No,,
Pmcs (pty) Ltd - Projects Management Consulting Services,"P.O.Box 60898, Gaborone, Botswana",+267 392 2774,https://www.localbotswana.com/company/6640/Pmcs_pty_LtdProjects_Management_Consulting_Services,No description,No,,No,,
P M Mechanical Services,"Plot 20755, Monamori Rd, Broadhurst Ind Est, P.O.Box 402736, Gaborone, Botswana",+267 393 0222,https://www.localbotswana.com/company/4923/P_M_Mechanical_Services,No description,No,,No,,
No name,No address,,,No description,No,,No,,
Point Filling Station,"Molepolole Rd, Mogoditshane, P.O. Box: 786, Gaborone, Botswana",+267 390 4078,https://www.localbotswana.com/company/11728/POINT_FILLING_STATION,Fueling convenience for your journeys in Gaborone.,No,,No,,
Powacom Engineering,"Plot 22125, Gaborone West I/Est, Botswana",+267 393 4148,https://www.localbotswana.com/company/4551/Powacom_Engineering,No description,No,,No,,
Preston Investments,"Plot 170, Mmasedikwe Estate, Tlokweng., Tlokweng, P.O.Box 40294, Gaborone, Botswana",+267 397 2457,https://www.localbotswana.com/company/1632/Preston_Investments,No description,No,,No,,
Premier Automotive & General Engineering,"Plot 10203, Mokolwane Rd, Broadhurst Ind Est, P.O.Box 47124, Gaborone, Botswana",+267 318 2080,https://www.localbotswana.com/company/2493/Premier_Automotive_General_Engineering,No description,No,,No,,
Proguard Security Systems,"Plot 401, Independence Ave, Main Mall, Gaborone, Botswana",+267 393 2281,https://www.localbotswana.com/company/1986/Proguard_Security_Systems,No description,No,,No,,
Proline Printing & Office Supplies,"Plot 10242, Lejara Rd, P.O.Box 1619, Gaborone, Botswana",+267 395 1571,https://www.localbotswana.com/company/5298/Proline_Printing_Office_Supplies,No description,No,,No,,
Property Development And Valuation Surveyors,"Equity Bldg Suite Main Mall, Gaborone, Botswana",+267 318 0306,https://www.localbotswana.com/company/5860/Property_Development_And_Valuation_Surveyors,No description,No,,No,,
Prominent Paints Botswana,"Plot 20733 Block3, Pharathe Cres, Broadhurst Ind Est, P.O.Box 292, Gaborone, Botswana",+267 395 3327,https://www.localbotswana.com/company/7159/Prominent_Paints_Botswana,No description,No,,No,,
Pula Filling Station,"Plot 14450, Gaborone West, Botswana",+267 397 1350,https://www.localbotswana.com/company/6456/Pula_Filling_Station,No description,No,,No,,
Pyramid Galore Pty Ltd,"Plot 17970, Gaborone West Ind, P.O.Box 2985, Botswana",+267 318 0212,https://www.localbotswana.com/company/5939/Pyramid_Galore_Pty_Ltd,No description,No,,No,,
Quality Pools (pvt) Ltd,"Plot 10425 White City Old Lobatse Rd, Gaborone, Botswana",+267 317 0552,https://www.localbotswana.com/company/7721/Quality_Pools_pvt_Ltd,No description,No,,No,,
Radio Communication (pty) Ltd,"Plot 10227, Moporoporo Rd, Broadhurst Ind Est, P.O.Box 40091, Gaborone, Botswana",+267 391 2157,https://www.localbotswana.com/company/4807/Radio_Communication_pty_Ltd,No description,No,,No,,
R B's Cash And Carry,"Plot 340, Molepolole Rd, Mogoditshane, P.O.Box 999, Gaborone, Botswana",+267 395 9779,https://www.localbotswana.com/company/7407/R_Bs_Cash_And_Carry,No description,No,,No,,
Reemco Services (pty) Ltd,"Plot 17972 Office 8 1st Flr Image Ctr New Lobatse Rd, P.O.Box 1039, Gaborone, Botswana",+267 316 3688,https://www.localbotswana.com/company/8864/Reemco_Services_pty_Ltd,No description,No,,No,,
Rehoboth Guest House,"Plot 960 Ext2, P.O.Box 21721, Gaborone, Botswana",+267 395 3780,https://www.localbotswana.com/company/3525/Rehoboth_Guest_House,No description,No,,No,,
Reis Company,"Plot 63 Unit 6 Commerce Park, P.O.Box 60804, Gaborone, Botswana",+267 390 2273,https://www.localbotswana.com/company/6580/Reis_Company,No description,No,,No,,
Reliable Produce & Provision (pty) Ltd,"Plot 10212 Mokolwane Rd, P.O.Box 2279, Gaborone, Botswana",+267 391 4372,https://www.localbotswana.com/company/4117/Reliable_Produce_Provision_pty_Ltd,No description,No,,No,,
Relihold (pty) Ltd T/a Hardware House,"Plot 5665, Kubu Rd, P.O.Box 4774, Gaborone, Botswana",+267 391 4044,https://www.localbotswana.com/company/7108/Relihold_pty_Ltd_Ta_Hardware_House,No description,No,,No,,
Reproductive Health Services And Family Clinic,"Plot 5514 Middlestar Mall along Phage Rd, P.O.Box 46384, Gaborone, Botswana",+267 390 7220,https://www.localbotswana.com/company/8429/Reproductive_Health_Services_And_Family_Clinic,No description,No,,No,,
Robust Kits Botswana (pty) Ltd,"Plot 20614 Block3, Gaborone, Botswana",+267 313 2928,https://www.localbotswana.com/company/865/Robust_Kits_Botswana_pty_Ltd,No description,No,,No,,
No name,No address,,,No description,No,,No,,
Rocha Investments,"Plot 18514 Phase1, Gaborone West, P.O.Box 66, Botswana",+267 392 4771,https://www.localbotswana.com/company/941/Rocha_Investments,No description,No,,No,,
Rolling Wheels (pty) Ltd,"Plot 63, Mogoditshane, P.O.Box 403042, Gaborone, Botswana",+267 397 2181,https://www.localbotswana.com/company/5470/Rolling_Wheels_pty_Ltd,No description,No,,No,,
Roof Tech Botswana (pty) Ltd,"Next to Tragend Security, Mogoditshane Ind, P.O.Box 40402, Gaborone, Botswana",+267 391 4234,https://www.localbotswana.com/company/7717/Roof_Tech_Botswana_pty_Ltd,No description,No,,No,,
Rsc Botswana A Division Of Murray & Roberts Ltd,"Nkurumah Road, P.O.Box 10016, Gaborone, Botswana",+267 391 2025,https://www.localbotswana.com/company/7745/Rsc_Botswana_A_Division_Of_Murray_Roberts_Ltd,No description,No,,No,,
Safety Security Services,"Plot 8787/3 Bontleng Shopping Complex, P.O.Box 201455, Gaborone, Botswana",+267 391 3287,https://www.localbotswana.com/company/1961/Safety_Security_Services,No description,No,,No,,
Sanitas Nursery & Garden Centre,"Off Machel Dve Gaborone Dam, P.O.Box 606, Botswana",+267 393 1538,https://www.localbotswana.com/company/5223/Sanitas_Nursery_Garden_Centre,No description,No,,No,,
Satib Africa Botswana,"Gaborone, Botswana",+267 317 0574,https://www.localbotswana.com/company/5988/Satib_Africa_Botswana,No description,No,,No,,
School & Office Supplies (pty) Ltd,"Plot 54209, Gaborone West Ind, P.O.Box 2428, Botswana",+267 392 2786,https://www.localbotswana.com/company/5716/School_Office_Supplies_pty_Ltd,No description,No,,No,,
Scimitar Security,"Plot 17508, Tsholofelo, P.O.Box 1134, Gaborone, Botswana",+267 392 6228,https://www.localbotswana.com/company/1895/Scimitar_Security,No description,No,,No,,
Scorpion Booksellers & Stationers,"Plot 14447, Kamushongo Rd, Gaborone West I/Est, P.O.Box 201228, Botswana",+267 395 3986,https://www.localbotswana.com/company/4485/Scorpion_Booksellers_Stationers,No description,No,,No,,
Scotcool Refrigeration,"Unit A Plot 20743 Broadhurst, P.O.Box 47067, Gaborone, Botswana",+267 391 0124,https://www.localbotswana.com/company/7435/Scotcool_Refrigeration,No description,No,,No,,
Seashow Services (pty) Ltd T/a Renault Botswana,"Plot No 5653 Legolo Road Broadhurst Industrial, P.O.Box 4199, Gaborone, Botswana",+267 397 2963,https://www.localbotswana.com/company/2299/Seashow_Services_pty_Ltd_Ta_Renault_Botswana,No description,No,,No,,
Sehamela Sckga Attorneys,"The Mall Rd, Selemelo Ext 2, P.O.Box 1551, Gaborone, Botswana",+267 395 2073,https://www.localbotswana.com/company/8712/Sehamela_Sckga_Attorneys,No description,No,,No,,
Semag (pty) Limited,"20670 Mabeleapodi Rd, Broadhurst Ind Est, Gaborone, Botswana",+267 393 4656,https://www.localbotswana.com/company/4644/Semag_pty_Limited,No description,No,,No,,
Shammy's Auto,"10242 Lejara Rd Broadhurst Industrial, Gaborone, Botswana",+267 319 1218,https://www.localbotswana.com/company/2404/Shammys_Auto,No description,No,,No,,
Shurlok Vehicle Alarm,"Plot 22074, Takatokwane Way, Gaborone West I/Est, P.O.Box 375, Botswana",+267 395 3690,https://www.localbotswana.com/company/5029/Shurlok_Vehicle_Alarm,No description,No,,No,,
Sigma Motors,"Plot 20726 Block 3, Broadhurst Ind, Gaborone, Botswana",+267 395 3676,https://www.localbotswana.com/company/2258/Sigma_Motors,No description,No,,No,,
Sigma Design (pty) Ltd,"Plot 115 Unit7 Kgale Mews, Gaborone, Botswana",+267 390 4958,https://www.localbotswana.com/company/7947/Sigma_Design_pty_Ltd,No description,No,,No,,
Silverstar,"African Mall, Gaborone, Botswana",+267 391 3913,https://www.localbotswana.com/company/5803/Silverstar,No description,No,,No,,
Skyscrappers Instant Technologies,"Gaborone West Ind, Botswana",+267 318 7327,https://www.localbotswana.com/company/6946/Skyscrappers_Instant_Technologies,No description,No,,No,,
No name,No address,,,No description,No,,No,,
Smart & Trendy,"Plot 1874 Ext4 Pop Inn Mall, Gaborone, Botswana",+267 390 3641,https://www.localbotswana.com/company/4831/Smart_Trendy,No description,No,,No,,
Solahart Botswana,"Plot 17974, Gaborone West, P.O.Box 20076, Botswana",+267 392 3042,https://www.localbotswana.com/company/5304/Solahart_Botswana,No description,No,,No,,
Sollyd Consultancies (pty) Ltd,"Plot 411, Tlokweng, P.O.Box 30403, Gaborone, Botswana",+267 393 9380,https://www.localbotswana.com/company/6144/Sollyd_Consultancies_pty_Ltd,No description,No,,No,,
Sonmarc Investments,"Setswana Print Bldg Hamtsukunu St, P.O.Box 502550, Gaborone, Botswana",+267 318 7564,https://www.localbotswana.com/company/4219/Sonmarc_Investments,No description,No,,No,,
Soulpower Multimedia Solutions,"Plot 103 Pop In Mall, P.O.Box 80061, Gaborone, Botswana",+267 393 5414,https://www.localbotswana.com/company/5799/Soulpower_Multimedia_Solutions,No description,No,,No,,
Spar Phakalane,"Plot 42976, Phakalane, P.O.Box 1309, Gaborone, Botswana",+267 395 9114,https://www.localbotswana.com/company/3409/Spar_Phakalane,No description,No,,No,,
Specialised Commodities Botswana,"Gaborone, Botswana",+267 393 9232,https://www.localbotswana.com/company/7431/Specialised_Commodities_Botswana,No description,No,,No,,
Sporo Designs,"Plot 163/164 Unit 19 Markets Gardens Commerce Park, Gaborone, Botswana",+267 310 5848,https://www.localbotswana.com/company/6281/Sporo_Designs,No description,No,,No,,
Star Poly Health Clinic,"Mogo Mall near Fruit & Veg City, Mogoditshane, Gaborone, Botswana",+267 393 3699,https://www.localbotswana.com/company/3250/Star_Poly_Health_Clinic,No description,No,,No,,
Starwalls,"Plot 762 Botswana Rd, P.O.Box 220, Gaborone",+267 395 2907,https://www.localbotswana.com/company/4781/Starwalls,No description,No,,No,,
Stew Pot Catering Services,"Plot 73, unit 4, commerce park.  P O BOX 320130,Gaborone, Botswana",+267 3102521,https://www.localbotswana.com/company/13303/STEW_POT_CATERING_SERVICES,No description,No,,No,,
Stix Management Consultancy (pty) Ltd,"Galactic Hse Lejara Rd Broadhurst Industrial, P.O.Box 60851, Gaborone, Botswana",+267 318 2549,https://www.localbotswana.com/company/6616/Stix_Management_Consultancy_pty_Ltd,No description,No,,No,,
